ID,GENERAL,ORDER DATE ,ORDER CODE ,SELLER DEPARTMENT ID,SELLER DEPARTMENT CODE ,SELLER DEPARTMENT NA ,SELLER DEPARTMENT TERRITORY,,,,,,,,buyer_badge_name,buyer_badge_discount,product_id,base_product_id,product_sku,product_name,product_brand_id,product_brand_name,product_category_id,product_category_name,order_qty,unit_price,subtotal,discount,custom_discount,amount,created_id,created_code,created_name,managed_territory,order_status,latest_status,units,unit1,unit2,unit3,unit4,unit5,free_with,free_with_product_name,free_with_product_sku,promotion_id,created_at,updated_at,,
1578814,188659,2024-02-10,20240210S54B4019,54,DHK180039,Sajeeb Enterprise,74,4019,197,বিসমিল্লাহ স্টোর,1403,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578813,188659,2024-02-10,20240210S54B4019,54,DHK180039,Sajeeb Enterprise,74,4019,197,বিসমিল্লাহ স্টোর,1403,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,4,30,120,0,0,120,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578812,188659,2024-02-10,20240210S54B4019,54,DHK180039,Sajeeb Enterprise,74,4019,197,বিসমিল্লাহ স্টোর,1403,1,1,1,General,0,73,73,FG0305162132,ভ্যানিলা ডাবল স্লাইস - ৪৫ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,16.25,195,0,0,195,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578811,188658,2024-02-10,20240210S54B20542,54,DHK180039,Sajeeb Enterprise,74,20542,1800,টাঙ্গাইল স্টোর,1406,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,22,30,660,0,0,660,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578810,188658,2024-02-10,20240210S54B20542,54,DHK180039,Sajeeb Enterprise,74,20542,1800,টাঙ্গাইল স্টোর,1406,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,20,30,600,0,0,600,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578809,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578808,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578807,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,63,63,FG0303142532,পাউন্ড লেমন - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,5,30,150,0,0,150,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578806,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,15,30,450,0,0,450,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578805,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,20,30,600,0,0,600,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578804,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,51,51,FG0305222132,ভ্যানিলা প্লেইন - ১৫০ গ্রাম,1,Dan Foods Limited,9,Plain Cake,16,58,928,0,0,928,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578803,188657,2024-02-10,20240210S54B20522,54,DHK180039,Sajeeb Enterprise,74,20522,1791,মিফতা ফুড,1406,1,1,1,General,0,50,50,FG0305222232,চকলেট প্লেইন - ১৫০ গ্রাম,1,Dan Foods Limited,9,Plain Cake,8,58,464,0,0,464,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578802,188656,2024-02-10,20240210S54B20512,54,DHK180039,Sajeeb Enterprise,74,20512,1789,আকিব স্টোর,1406,1,1,1,General,0,73,73,FG0305162132,ভ্যানিলা ডাবল স্লাইস - ৪৫ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,16.25,390,0,0,390,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578801,188655,2024-02-10,20240210S54B20507,54,DHK180039,Sajeeb Enterprise,74,20507,1788,নাফিজা এন্ড নাছির এন্টারপ্রাইজ,1406,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578800,188654,2024-02-10,20240210S54B33080,54,DHK180039,Sajeeb Enterprise,74,33080,O2721695106088032,জননি ব্রাদার্স,1403,2,1,1,General,0,50,50,FG0305222232,চকলেট প্লেইন - ১৫০ গ্রাম,1,Dan Foods Limited,9,Plain Cake,2,58,116,0,0,116,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578799,188654,2024-02-10,20240210S54B33080,54,DHK180039,Sajeeb Enterprise,74,33080,O2721695106088032,জননি ব্রাদার্স,1403,2,1,1,General,0,51,51,FG0305222132,ভ্যানিলা প্লেইন - ১৫০ গ্রাম,1,Dan Foods Limited,9,Plain Cake,3,58,174,0,0,174,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578798,188654,2024-02-10,20240210S54B33080,54,DHK180039,Sajeeb Enterprise,74,33080,O2721695106088032,জননি ব্রাদার্স,1403,2,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578797,188654,2024-02-10,20240210S54B33080,54,DHK180039,Sajeeb Enterprise,74,33080,O2721695106088032,জননি ব্রাদার্স,1403,2,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578796,188654,2024-02-10,20240210S54B33080,54,DHK180039,Sajeeb Enterprise,74,33080,O2721695106088032,জননি ব্রাদার্স,1403,2,1,1,General,0,34,34,FG0305253232R-2,মার্বেল কেক - ৩০০ গ্রাম,1,Dan Foods Limited,8,Marble Cake,2,150,300,0,0,300,272,SND01053010,Md. Tanvir Hossain,227,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578795,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578794,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578793,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,4,30,120,0,0,120,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578792,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,30,60,0,0,60,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578791,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,53,53,FG0303252231,পাউন্ড চকলেট - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,118,118,0,0,118,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578790,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,118,118,0,0,118,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578789,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,51,51,FG0305222132,ভ্যানিলা প্লেইন - ১৫০ গ্রাম,1,Dan Foods Limited,9,Plain Cake,3,58,174,0,0,174,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578788,188653,2024-02-10,20240210S54B20502,54,DHK180039,Sajeeb Enterprise,74,20502,1787,মোল্লা জেনারেল স্টোর,1406,1,1,1,General,0,50,50,FG0305222232,চকলেট প্লেইন - ১৫০ গ্রাম,1,Dan Foods Limited,9,Plain Cake,1,58,58,0,0,58,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578787,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,36,8.5,306,0,0,306,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578786,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,30,60,0,0,60,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578785,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,75,75,FG0302182431 S,সুইস রোল - স্ট্রবেরি ২০০ গ্রাম,1,Dan Foods Limited,13,Swiss Roll,1,150,150,0,0,150,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578784,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,118,118,0,0,118,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578783,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,23,23,FG0303292631,Fruit Cake-300gm,1,Dan Foods Limited,7,Fruit Cake,1,150,150,0,0,150,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578782,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,25,25,FG0303322631,Fruit Cake-220gm,1,Dan Foods Limited,7,Fruit Cake,1,117,117,0,0,117,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578781,188652,2024-02-10,20240210S12B19847,12,DHK180011,Hoque Foods,32,19847,নয়া টোলা ০২,শ্তভ সাদিয়া স্টোর,1614,1,1,1,General,0,1,1,FG0309242431,ক্লাসিক ব্রাউনিস - ১৮০ গ্রাম,1,Dan Foods Limited,1,Brownie,1,100,100,0,0,100,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578780,188651,2024-02-10,20240210S12B20484,12,DHK180011,Hoque Foods,32,20484,Noyatola 76,মারজিয়া স্টোর,1614,1,1,1,General,0,53,53,FG0303252231,পাউন্ড চকলেট - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,118,118,0,0,118,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578779,188651,2024-02-10,20240210S12B20484,12,DHK180011,Hoque Foods,32,20484,Noyatola 76,মারজিয়া স্টোর,1614,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,118,118,0,0,118,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578778,188651,2024-02-10,20240210S12B20484,12,DHK180011,Hoque Foods,32,20484,Noyatola 76,মারজিয়া স্টোর,1614,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,4,30,120,0,0,120,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578777,188651,2024-02-10,20240210S12B20484,12,DHK180011,Hoque Foods,32,20484,Noyatola 76,মারজিয়া স্টোর,1614,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,4,30,120,0,0,120,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578776,188651,2024-02-10,20240210S12B20484,12,DHK180011,Hoque Foods,32,20484,Noyatola 76,মারজিয়া স্টোর,1614,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,178,SND0111165412,Md. Kamrul Islam,130,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578775,188650,2024-02-10,20240210S42B19321,42,DHK180184,Ryan International,62,19321,V7HF+H4X,রাজু ভাই টি,1578,1,1,1,General,0,74,74,FG0305162232,চকলেট ডাবল স্লাইস - ৪৫ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,16.25,195,0,0,195,248,SND0111166289,Md. Rubel Miah,977,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578774,188650,2024-02-10,20240210S42B19321,42,DHK180184,Ryan International,62,19321,V7HF+H4X,রাজু ভাই টি,1578,1,1,1,General,0,73,73,FG0305162132,ভ্যানিলা ডাবল স্লাইস - ৪৫ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,16.25,195,0,0,195,248,SND0111166289,Md. Rubel Miah,977,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578773,188649,2024-02-10,20240210S42B33199,42,DHK180184,Ryan International,62,33199,O2481695624869379,হাফিজ টি ষ্টোর,1578,1,1,1,General,0,74,74,FG0305162232,চকলেট ডাবল স্লাইস - ৪৫ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,16.25,195,0,0,195,248,SND0111166289,Md. Rubel Miah,977,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578772,188649,2024-02-10,20240210S42B33199,42,DHK180184,Ryan International,62,33199,O2481695624869379,হাফিজ টি ষ্টোর,1578,1,1,1,General,0,73,73,FG0305162132,ভ্যানিলা ডাবল স্লাইস - ৪৫ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,16.25,195,0,0,195,248,SND0111166289,Md. Rubel Miah,977,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578771,188649,2024-02-10,20240210S42B33199,42,DHK180184,Ryan International,62,33199,O2481695624869379,হাফিজ টি ষ্টোর,1578,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,248,SND0111166289,Md. Rubel Miah,977,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578770,188649,2024-02-10,20240210S42B33199,42,DHK180184,Ryan International,62,33199,O2481695624869379,হাফিজ টি ষ্টোর,1578,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,248,SND0111166289,Md. Rubel Miah,977,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578769,188648,2024-02-10,20240210S54B20479,54,DHK180039,Sajeeb Enterprise,74,20479,1782,সিটি মুন ডিঃ স্টোর,1406,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578768,188648,2024-02-10,20240210S54B20479,54,DHK180039,Sajeeb Enterprise,74,20479,1782,সিটি মুন ডিঃ স্টোর,1406,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,118,118,0,0,118,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578767,188648,2024-02-10,20240210S54B20479,54,DHK180039,Sajeeb Enterprise,74,20479,1782,সিটি মুন ডিঃ স্টোর,1406,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578766,188647,2024-02-10,20240210S54B20473,54,DHK180039,Sajeeb Enterprise,74,20473,1781,আলিফ জেনারেল স্টোর,1406,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578765,188647,2024-02-10,20240210S54B20473,54,DHK180039,Sajeeb Enterprise,74,20473,1781,আলিফ জেনারেল স্টোর,1406,1,1,1,General,0,36,36,FG0304303231,মার্বেল ড্রাই কেক - ২৮০ গ্রাম,1,Dan Foods Limited,6,Dry Cake,1,141,141,0,0,141,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578764,188647,2024-02-10,20240210S54B20473,54,DHK180039,Sajeeb Enterprise,74,20473,1781,আলিফ জেনারেল স্টোর,1406,1,1,1,General,0,1,1,FG0309242431,ক্লাসিক ব্রাউনিস - ১৮০ গ্রাম,1,Dan Foods Limited,1,Brownie,3,100,300,0,0,300,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578763,188646,2024-02-10,20240210S54B20461,54,DHK180039,Sajeeb Enterprise,74,20461,1779,মানিক স্টোর,1406,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578762,188646,2024-02-10,20240210S54B20461,54,DHK180039,Sajeeb Enterprise,74,20461,1779,মানিক স্টোর,1406,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
1578761,188646,2024-02-10,20240210S54B20461,54,DHK180039,Sajeeb Enterprise,74,20461,1779,মানিক স্টোর,1406,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,273,SND0111165670,Mezanur Rahaman,228,accepted,accepted,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-02-11 00:01:03,2024-02-11 03:01:04,,
